Engagement	Location	Date	Result	Side 1	Leaders 1	Strength 1	Casualties 1	Side 2	Leaders 2	Strength 2	Casualties 2	Wikipedia Link
Battle of Smolensk (1943)	Smolensk region, Soviet Union	7 August – 2 October 1943	Soviet victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	Soviet estimate: 850,000 men8,800 guns500 tanks700 aircraftref name="History241"A.A. Grechko and al., ''History of Second World War'', Moscow, 1973&#8211;1979, tome 7, p.241&lt;/ref&gt;	'''German sources:ref{{cite web |url=http://ww2stats.com/cas_ger_okh_dec43.html |title=Archived copy |accessdate=2014-03-13 |deadurl=yes |archiveurl=https://web.archive.org/web/20130525020822/http://ww2stats.com/cas_ger_okh_dec43.html |archivedate=25 May 2013 |df=dmy-all }}&lt;/ref&gt;''', ''Total: 70,593'', 3 panzer army 10.08 - 30.09.43: 765 KIA, 3,386 WIA, 270 MIA;, 4 army 10.08 - 30.09.43: 8,825 KIA, 35,237 WIA, 4,127 MIA, 9 army 20.08 - 30.09.43: 3,394 KIA, 12,688 WIA, 1,901 MIA, '''Soviet sources:''' 200,000–250,000 casualtiesrefV.A. Zolotarev and al., ''Great Patriotic War 1941&#8211;1945'', Moskva, 1998, p 473.&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	1,252,600 menref name=glantzGlantz (1995), p. 297&lt;/ref&gt;20,640 guns1,430 tanks1,100 aircraftref name="History241"	'''Soviet sources: 451,466 overall''', (Including 107,645 killed, missing or captured, 343,821 wounded and sickref name=glantz)	https://en.wikipedia.org/wiki/Battle_of_Smolensk_(1943)
Battle of Lenino	Lenino, Mahilyow Voblast|Lenino, Byelorussian Soviet Socialist Republic|Byelorussian SSR, Soviet Union	October 12–13, 1943	Soviet-Polish offensive failure, Limited territorial gains for the Soviet-Polish forces	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	Army Group Centre, * 4th Army (Wehrmacht)|German 4th Army	c. 1500	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union}}	33rd Army (Soviet Union)|33rd Soviet Army, Polish 1st Tadeusz Kościuszko Infantry Division	c. 3000	https://en.wikipedia.org/wiki/Battle_of_Lenino
Belgorod-Kharkov Offensive Operation	Kharkiv#German occupation|Kharkov region, Ukrainian SSR, Soviet Union	3–23 August 1943	Soviet victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	200,000 men; 237&nbsp;tanks and assault guns at the outset	{{sfn|Frieser|2007|p|=|154}}	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{sfn|Krivosheev|1997|p|=|134}}	{{sfn|Glantz|House|1995|p|=|297}}	https://en.wikipedia.org/wiki/Belgorod-Kharkov_Offensive_Operation
Belgorod-Bogodukhov Offensive Operation	Belgorod	3 August 1943 – 23 August 1943	Soviet victory	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	{{dubious|date|=|May 2016}}	Unknown	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{dubious|date|=|May 2016}}	50,000 killed 800 Tanks destroyed or damaged	https://en.wikipedia.org/wiki/Belgorod-Bogodukhov_Offensive_Operation
Battle of the Dnieper	Dnieper River, Soviet Union	24 August 1943 – 23 December 1943	Soviet victory	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}		{{flag|Nazi Germany|name|=| Nazi Germany}}	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}		https://en.wikipedia.org/wiki/Battle_of_the_Dnieper
Battle of Kiev (1943)	Kiev, Soviet Union	3–13 November 1943,  (Offensive operation),  13 November - 22 December 1943,   (Defensive operation)	Soviet victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	70,000 men, 1,100 artillery pieces, 250 tanks, 300 aircraft	5,230 killed, 20,724 woundedref{{cite web |url=http://ww2stats.com/cas_ger_okh_dec43.html |title=Archived copy |accessdate=2014-03-13 |deadurl=yes |archiveurl=https://web.archive.org/web/20130525020822/http://ww2stats.com/cas_ger_okh_dec43.html |archivedate=25 May 2013 |df=dmy-all }}&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	200,000 men, 3,000 artillery pieces, 500 tanks, 1,000 aircraft	'''Soviet casualties:'''refhttps://web.archive.org/web/20081221155747/http://www.soldat.ru/doc/casualties/book/chapter5_10_1.html#5_10_31&lt;/ref&gt;, 32,934 killed and missing, 85,108 wounded and sick, '''Czechoslovak casualties:'''ref name="Gelbi&#269;"{{cite web|last1=Gelbi&#269;|first1=Michal|title=Battle of Kiev (03.-06.11.1943)|url=http://www.czechpatriots.com//bri-combats.php|website=Czechoslovak military units in the USSR|accessdate=21 March 2017}}&lt;/ref&gt;, 30 killed, 80 wounded, 4 missed	https://en.wikipedia.org/wiki/Battle_of_Kiev_(1943)
Dnieper–Carpathian Offensive	South-western Ukrainian Soviet Socialist Republic|Ukrainian SSR	24 December 1943 – 14 April 1944	Soviet victory	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	2,406,100 men; including tanks, guns, mortars and SP gunsref name = Glantz298Glantz, p. 298&lt;/ref&gt;	270,198 killed or missingref name="Glantz298"839,330 wounded and sickref name="Glantz298",  '''Total''': 1,192,000 casualties7,532 guns and mortars 4,666 tanks and SP guns destroyed or damaged,  676 aircraft ref name=Glantz298	https://en.wikipedia.org/wiki/Dnieper–Carpathian_Offensive
Battle of the Korsun–Cherkassy Pocket	Cherkasy / Korsun-Shevchenkivskyi|Korsun, Soviet Union|USSR	24 January 1944 – 16 February 1944	Soviet victory and successful encirclement.ref name=Zetterling_298ref name=Nash_382Nash, p. 382&lt;/ref&gt;	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	60,000 men in pocket 59 Armoured fighting vehicle|tanks in pocket, 242 artillery pieces in pocketref name="Frieser, p. 397"Frieser, p. 397&lt;/ref&gt;, 80,000 men (reinforcement), III Panzer Corps (201 tanks) (reinforcement)refFrieser, p. 400&lt;/ref&gt;, XLVII Panzer Corps (58 tanks) (reinforcement)refFrieser, p. 399&lt;/ref&gt;	'''Frieser, Zetterling and Frankson''': 30,000 killed, missing and woundedrefZetterling &amp; Frankson, p. 277&lt;/ref&gt;, 156 tanksref name="Frieser, p. 416"Frieser, p. 416&lt;/ref&gt;, 50 aircraftref name="Frieser, p. 405"Frieser, p. 405&lt;/ref&gt; '''Erickson, Glantz and House''': 55,000 killed and wounded, 18,000 prisonersref name=Glantz_188Glantz &amp; House, p. 188&lt;/ref&gt;ref name=Erickson_179Erickson, p. 179&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	336,700 menref name="Krivosheev, p. 109"Krivosheev, p. 109&lt;/ref&gt; 524 tanks (initially), 400 tanks (reinforcement), 1,054 aircraft, 5,300 artillery pieces and mortarsrefNumbers of Soviet AFVs, aircraft, and guns taken from Frieser, p. 395&lt;/ref&gt;	24,286 killed or missing and 55,902 wounded and sickref name="Glantz &amp; House, p. 298"Glantz &amp; House, p. 298&lt;/ref&gt;ref name="Zetterling p. 283"Zetterling &amp; Frankson, p. 283 (citing ''The Korsun-Shevchenkovskii Operation'', p. 41 and 52; Krivosheev, p. 109)&lt;/ref&gt; ,  728 tanksref name="Frieser p. 417"Frieser, p. 417&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_the_Korsun–Cherkassy_Pocket
Uman–Botoșani Offensive	175 km sector of the front between Uman and Kirovograd in western Ukraine	5 March – 17 April 1944	Soviet victory	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	Steppe Front|2nd Ukrainian Front, , 691,000 men, 670 tanks and assault guns, 8,890 artillery pieces	70,000 killed,  200,000 wounded	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}	8th Army (Wehrmacht)|German 8th Army, , 400,000 men, 450 tanks and assault guns, 3,500 artillery pieces	45,000 Germans killed,  25,000 Germans captured130,000 total German casualties excluding Romanians	https://en.wikipedia.org/wiki/Uman–Botoșani_Offensive
Kamenets-Podolsky pocket	Kamianets-Podilskyi / Tarnopol, Soviet Union|USSR	25 March–8 April 1944	Successful German withdrawal	File:Flag of Germany 1933.svg|25px Nazi Germany|Germany	{{flagicon|Nazi Germany}}	220,000 men43 tanks50 assault guns	14,242 men*2,311 killed*3,567 missing*8,364 wounded	File:Flag of the Soviet Union 1923.svg|25px Soviet Union	{{flagicon|USSR}}	500,000 men	50,000+399 tanks and assault guns280 guns	https://en.wikipedia.org/wiki/Kamenets-Podolsky_pocket
Leningrad–Novgorod Offensive	Southern Leningrad Oblast|Leningrad region, Novgorod Oblast|Novgorod, Pskov Oblast|PskovrefMost of modern Novgorod Oblast and parts of Pskov Oblast belonged to Leningrad Oblast at the time.&lt;/ref&gt; and Narva	January&nbsp;14 – March&nbsp;1, 1944	Soviet victory, Siege of Leningrad lifted	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	500,000 men, 2,389 artillery pieces, 146 tanks, 140 aircraftref name=Glantz	24,739 dead and missingref name="ww2stats.com"http://ww2stats.com/cas_ger_okh_dec44.html 1944]&lt;/ref&gt;, 46,912 woundedref name="ww2stats.com" , '''Total:''' 71,651 casualties (per German military medical reports)ref name="ww2stats.com"	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	822,000 men, 4,600 artillery pieces, 550 tanks, 653 aircraftref name=Glantz	76,686 dead and missing,,  237,267 woundedref name="David Glantz|David M. Glantz 1995, p. 298"David M. Glantz, Jonathan House: When Titans Clashed. How the Red Army Stopped Hitler. University of Kansas Press, Lawrence 1995, p. 298.&lt;/ref&gt;, '''Total:''' 313,953 casualtiesref name="David Glantz|David M. Glantz 1995, p. 298" 	https://en.wikipedia.org/wiki/Leningrad–Novgorod_Offensive
Battle of the Korsun–Cherkassy Pocket	Cherkasy / Korsun-Shevchenkivskyi|Korsun, Soviet Union|USSR	24 January 1944 – 16 February 1944	Soviet victory and successful encirclement.ref name=Zetterling_298ref name=Nash_382Nash, p. 382&lt;/ref&gt;	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	60,000 men in pocket 59 Armoured fighting vehicle|tanks in pocket, 242 artillery pieces in pocketref name="Frieser, p. 397"Frieser, p. 397&lt;/ref&gt;, 80,000 men (reinforcement), III Panzer Corps (201 tanks) (reinforcement)refFrieser, p. 400&lt;/ref&gt;, XLVII Panzer Corps (58 tanks) (reinforcement)refFrieser, p. 399&lt;/ref&gt;	'''Frieser, Zetterling and Frankson''': 30,000 killed, missing and woundedrefZetterling &amp; Frankson, p. 277&lt;/ref&gt;, 156 tanksref name="Frieser, p. 416"Frieser, p. 416&lt;/ref&gt;, 50 aircraftref name="Frieser, p. 405"Frieser, p. 405&lt;/ref&gt; '''Erickson, Glantz and House''': 55,000 killed and wounded, 18,000 prisonersref name=Glantz_188Glantz &amp; House, p. 188&lt;/ref&gt;ref name=Erickson_179Erickson, p. 179&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	336,700 menref name="Krivosheev, p. 109"Krivosheev, p. 109&lt;/ref&gt; 524 tanks (initially), 400 tanks (reinforcement), 1,054 aircraft, 5,300 artillery pieces and mortarsrefNumbers of Soviet AFVs, aircraft, and guns taken from Frieser, p. 395&lt;/ref&gt;	24,286 killed or missing and 55,902 wounded and sickref name="Glantz &amp; House, p. 298"Glantz &amp; House, p. 298&lt;/ref&gt;ref name="Zetterling p. 283"Zetterling &amp; Frankson, p. 283 (citing ''The Korsun-Shevchenkovskii Operation'', p. 41 and 52; Krivosheev, p. 109)&lt;/ref&gt; ,  728 tanksref name="Frieser p. 417"Frieser, p. 417&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_the_Korsun–Cherkassy_Pocket
Battle of Narva (1944)	Narva, Estonia	2 February – 10 August 1944	German defensive victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	123,541 personnelref name=hiio 32 tanksref name=laar{{cite book|author=Mart Laar|title=Sinim&#228;ed 1944: II maailmas&#245;ja lahingud Kirde-Eestis (Sinim&#228;ed Hills 1944: Battles of World War II in Northeast Estonia)|publisher= Tallinn: Varrak|year= 2006|language=Estonian}}&lt;/ref&gt;137 aircraftref name=hiio	14,000 dead or missing54,000 wounded or sick, '''68,000 casualties'''ref name="doyle"{{cite book|last=Doyle|first=Peter|title=World War II in Numbers|year=2013|publisher=A &amp; C Black|isbn=9781408188194|page=105}}&lt;/ref&gt;	{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	200,000 personnelref name=laarref name=walter{{cite web|url=http://historicaltextarchive.com/sections.php?op=viewarticle&amp;artid=383|author=Hannes Walter|publisher=Historical Text Archive|location=Mississippi|title=Estonia in World War II}}&lt;/ref&gt;2500 guns100 tanksref name=paulman800 aircraftref name=hiio	{{refn|Mart Laar in his book ''Sinimäed 1944: II maailmasõja lahingud Kirde-Eestis'' has presented an indirect account of Soviet casualties for the battles. According to the data of the Stavka, the total casualties of the Leningrad Front in 1944 were 665,827 men, 145,102 of them dead or missing. The share of the battles around Narva is unknown but considering the length of the operation, Laar accounts roughly half of the documented 56,564 dead or missing and the 170,876 wounded or sick in the Leningrad-Novgorod Offensive for the Battle of Narva. This is in accordance with the estimation of F. Paulman, stating in his ''Ot Narvy do Syrve'' that the 2nd Shock Army lost over 30,000 troops at the Narva bridgeheads during February. Deducting the losses in the operations of the Leningrad-Novgorod Offensive conducted elsewhere, the casualties in the Vyborg–Petrozavodsk Offensive|battles in Finland and in the Baltic Offensive (1944)|Baltic Offensive, Laar totals the numbers of Soviet losses in the Battle of Narva at approximately 100,000 dead or missing and 380,000 wounded or sick. The "cost of nearly 500,000 men" is confirmed in the book ''Battle in the Baltics 1944–1945'' by I. Baxter.|group|=|nb}}	https://en.wikipedia.org/wiki/Battle_of_Narva_(1944)
Krasnoye Selo–Ropsha Offensive	Leningrad Oblast, Soviet Union	14–30 January 1944	Soviet victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	One army, 110 armoured vehicles	21,000 all causes, 85 artilleryref name=grechko	{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	Three armies, 681 armoured vehicles , 1200 artilleryref name=baranov{{cite book|url=http://www.rkka.ru/memory/baranov/6.htm|author=&#1041;&#1072;&#1088;&#1072;&#1085;&#1086;&#1074; &#1042;&#1080;&#1082;&#1090;&#1086;&#1088; &#1048;&#1083;&#1100;&#1080;&#1095;|chapter=&#1041;&#1088;&#1086;&#1085;&#1103; &#1080; &#1083;&#1102;&#1076;&#1080;|title=&#1058;&#1072;&#1085;&#1082;&#1080;&#1089;&#1090;&#1099; &#1074; &#1089;&#1088;&#1072;&#1078;&#1077;&#1085;&#1080;&#1080; &#1079;&#1072; &#1051;&#1077;&#1085;&#1080;&#1085;&#1075;&#1088;&#1072;&#1076;|publisher= &#1051;&#1077;&#1085;&#1080;&#1079;&#1076;&#1072;&#1090;|year= 1987}}&lt;/ref&gt;		https://en.wikipedia.org/wiki/Krasnoye_Selo–Ropsha_Offensive
Kingisepp–Gdov Offensive	Leningrad Oblast|Leningrad region, Soviet Union; Narva, Estonia	1 February—1 March 1944	Soviet victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	One army: 100,000 personnel1500 artillery, 100 armoured vehicles400 aircraftref name=olnust{{cite web|title=1944. aasta veebruar. V&#245;itlus Narva p&#228;rast (February 1944. Battle for Narva)|language=Estonian|author=Jaan Kuningas|publisher=Postimees|url= http://www.postimees.ee/leht/96/02/27//olnust.htm}}&lt;/ref&gt;		{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	Two armies and the Baltic Fleet		https://en.wikipedia.org/wiki/Kingisepp–Gdov_Offensive
Battle for Narva Bridgehead	Narva, Estonia	2 February  – 26 July 1944	German withdrawal	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	123,541 personnelref name=hiio32 tanksref name=laar, 137 aircraftref name=hiio	'''Contemporary estimates:''' 12,000 dead, missing or captured, 46,000 wounded or sick	{{flagu|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	205,000 personnelref name=walter{{cite web|url=http://historicaltextarchive.com/sections.php?op=viewarticle&amp;artid=383|author=Hannes Walter|publisher=Historical Text Archive|location=Mississippi|title=Estonia in World War II}}&lt;/ref&gt;2,500 assault guns, 100 tanksref name=paulman, 800 aircraftref name=hiio	'''Contemporary indirect estimates:''' , 65,000 dead or missing, 235,000 wounded or sick, 130 armoured vehicles, 230 aircraftref name=laar	https://en.wikipedia.org/wiki/Battle_for_Narva_Bridgehead
Battle of Auvere	Auvere, Estonia	July 20–25, 1944	German defensive victory	{{flagcountry|Nazi Germany}}	Felix Steiner	17,100 personnelref name=archiveref name=hiio, 4–6 batteries,  49 dive bombersref name=hiio	200 dead600 woundedref name=paulman	{{flag|Soviet Union|1923}}	Filip Starikov	46,385 personnelref name=archive{{Cite book|publisher=Affiliate of Estonian State Archive|title=Estonian Operation of the 2nd Shock Army of the Leningrad front, July&#8211;September 1944|language=Russian|volume=32}}&lt;/ref&gt;ref name=hiio, 30–50 batteries, 546 bombersref name=hiio	3000 all causes17 fighters29 tanksref name=paulman	https://en.wikipedia.org/wiki/Battle_of_Auvere
Narva Offensive (15–28 February 1944)	Narva, Estonia	15&ndash;28 February 1944	German defensive victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	123,541 personnelref name=hiio1500 artillery100 armoured vehicles400 aircraftref name=olnust{{cite web|title=1944. aasta veebruar. V&#245;itlus Narva p&#228;rast (February 1944. Battle for Narva)|language=Estonian|author=Jaan Kuningas|publisher=Postimees|url=http://www.postimees.ee/leht/96/02/27//olnust.htm}}&lt;/ref&gt;		{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	200,000 personnelref name=laar		https://en.wikipedia.org/wiki/Narva_Offensive_(15–28_February_1944)
Narva Offensive (1–4 March 1944)	Narva, Estonia	1–4 March 1944	German defensive victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	123,541 personnelref name=hiio{{cite book|author=Toomas Hiio|year=2006|pages=1035&#8211;1094|chapter=Combat in Estonia in 1944|editor1=Toomas Hiio |editor2=Meelis Maripuu |editor3=Indrek Paavle |title=Estonia 1940&#8211;1945: Reports of the Estonian International Commission for the Investigation of Crimes Against Humanity|location=Tallinn}}&lt;/ref&gt;	Thousandsref name=laarref name=narwa	{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	200,000 personnelref name=laar{{cite book|author=Mart Laar|title=Sinim&#228;ed 1944: II maailmas&#245;ja lahingud Kirde-Eestis (Sinim&#228;ed Hills 1944: Battles of World War II in Northeast Estonia)|publisher= Tallinn: Varrak|year= 2006|language=Estonian}}&lt;/ref&gt;, 2500 artillery, 100 armoured vehiclesref name=paulman{{cite book|language=Russian|author =F.I.Paulman|title=Ot Narvy do Syrve (From Narva to S&#245;rve)|publisher=Eesti Raamat|location=Tallinn|year=1980|pages=7&#8211;119|chapter=Nachalo osvobozhdeniya Sovetskoy Estoniy}}&lt;/ref&gt;, 800 aircraftref name="hiio"	Manyfold higher than those of the German forcesref name=laar	https://en.wikipedia.org/wiki/Narva_Offensive_(1–4_March_1944)
Narva Offensive (July 1944)	Narva, Estonia	24–30 July 1944	Soviet victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	35,000 troopsref name=laar7 tanksref name=narwaref name=laar261{{cite book|page=261|language=Estonian|author=Mart Laar|title=Sinim&#228;ed 1944: II maailmas&#245;ja lahingud Kirde-Eestis (Sinim&#228;ed 1944: Battles of World War II in Northeast Estonia)|publisher=Varrak|year=2006|location=Tallinn}}&lt;/ref&gt;, 600 assault gunsref name=laar2, 137 aircraftref name=hiio{{cite book|author=Toomas Hiio|year=2006|pages=1035&#8211;1094|chapter=Combat in Estonia in 1944|editor1=Toomas Hiio |editor2=Meelis Maripuu |editor3=Indrek Paavle |title=Estonia 1940&#8211;1945: Reports of the Estonian International Commission for the Investigation of Crimes Against Humanity|location=Tallinn}}&lt;/ref&gt;	2,500 all causesref name=laar	{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	136,830 troopsref name=losses{{cite book|url=http://lib.ru/MEMUARY/1939-1945/KRIWOSHEEW/poteri.txt#w06.htm-_Toc536603390|author= G.F.Krivosheev|title=Soviet casualties and combat losses in the twentieth century|year=1997|location=London|publisher=Greenhill Books}}&lt;/ref&gt;150 armoured vehiclesref name=laar{{cite book|author=Mart Laar|title=Sinim&#228;ed 1944: II maailmas&#245;ja lahingud Kirde-Eestis (Sinim&#228;ed Hills 1944: Battles of World War II in Northeast Estonia)|publisher= Tallinn: Varrak|year= 2006|language=Estonian}}&lt;/ref&gt;, 2,500 assault gunsref name=laar800+ aircraftref name=hiio	4,685 dead or missing, 18,602 wounded or sickref name="losses"29 armoured vehiclesref name=riipalu	https://en.wikipedia.org/wiki/Narva_Offensive_(July_1944)
Battle of Tannenberg Line	Sinimäed Hills, Estonia	25 July – 10 August 1944	Tactical German victory	{{flagicon|Nazi Germany}}	Felix Steiner	22,250 troopsref name=newton7 tanksref name=narwaref name=laar26170–80 assault gunsref name=laar26149 aircraftref name=paulmanref name=hiio	'''Contemporary estimate:'''2,500 dead or missing7,500 wounded or sickref name=laar326, 6 tanksref name=laar, '''10,000 total casualties'''	{{flagicon|Soviet Union|1923}}	Leonid Govorov	136,830 troopsref name=losses{{cite book|url=http://lib.ru/MEMUARY/1939-1945/KRIWOSHEEW/poteri.txt#w06.htm-_Toc536603390|author= G.F.Krivosheev|title=Soviet casualties and combat losses in the twentieth century|year=1997|location=London|publisher=Greenhill Books}}&lt;/ref&gt;150 armoured vehiclesref name=laar1680 assault gunsref name=laar546 aircraftref name=paulmanref name=hiio	'''Contemporary estimate:'''35,000 dead or missing, 135,000 wounded or sickref name=laar326157–164 tanksref name=laar, '''170,000 total casualties'''	https://en.wikipedia.org/wiki/Battle_of_Tannenberg_Line
Crimean Offensive	Crimea, Russian SFSR, Soviet Union	8 April – 12 May 1944	Soviet victory	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{sfn|Clodfelter|2017|p|=|459}}	{{sfn|Clodfelter|2017|p|=|459}}	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	{{sfn|Clodfelter|2017|p|=|459}}	{{flagicon|Nazi Germany}}	https://en.wikipedia.org/wiki/Crimean_Offensive
Kerch–Eltigen Operation	Kerch Peninsula, Soviet Union	November 1943	Axis Defensive Victory, Strategic Soviet Victory	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	27,700+ men		{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	V Army Corps (Wehrmacht)|V Army Corps, XLIX Mountain Corps, Vânători de munte|Romanian Mountain Corps		https://en.wikipedia.org/wiki/Kerch–Eltigen_Operation
Šiauliai Offensive	Belorussian SSR, Lithuania, and Latvia	July 5, 1944 &ndash; August 29, 1944	Soviet victory	Image:Flag of Germany 1933.svg|22px Nazi Germany	Image:Flag of Germany 1933.svg|22pxGeorg-Hans Reinhardt(3rd Panzer Army|Third Panzer Army)Paul Laux (16th Army (Wehrmacht)|Sixteenth Army)			{{flagicon|USSR}}	{{flagicon|USSR}}			https://en.wikipedia.org/wiki/Šiauliai_Offensive
Battle of Someri	Sommers in Gulf of Finland	8–10 July 1942	Finland|Finnish victory	{{FIN}}			23 dead, 68 wounded2 gunboats, 2 large minesweepers damagedref name=Solomon{{cite web|url=http://www.navy.ru/history/events/desant.htm|title=&#1055;&#1086;&#1075;&#1080;&#1073;&#1096;&#1080;&#1081; &#1076;&#1077;&#1089;&#1072;&#1085;&#1090;|author=Solomon, B.|year=1997|accessdate=4 February 2011|deadurl=yes|archiveurl=https://web.archive.org/web/20080418034457/http://www.navy.ru/history/events/desant.htm|archivedate=18 April 2008|df=}}&lt;/ref&gt;ref name=Kijanen{{cite book|author= Kijanen, Kalervo|title=Suomen Laivasto 1918&#8211;1968 II|year=1968|publisher=Meriupseeriyhdistys/Otava| location=Helsinki}}&lt;/ref&gt;	{{flagcountry|Soviet Union|1923}}			{{#tag:ref|Patrol boats refer both MO class small guard ship|MO-boat type patrol boats and G-5 class motor torpedo boat|TKA-boat type motor torpedo boats.|group|=|"Notes"}}	https://en.wikipedia.org/wiki/Battle_of_Someri
Vyborg–Petrozavodsk Offensive	Karelo-Finnish Soviet Socialist Republic|Karelo-Finnish SSR, Leningrad Oblast	June 10 – August 9, 1944ref name= "Stavka-13"#Stavka|Zolotarev (1999), p. 13&lt;/ref&gt;	Initial Soviet tactical victory, ending in stalemate* Soviets recapture East Karelia and southern Karelian Isthmus* Moscow armistice	{{flag|Finland}}	{{flagicon|Finland}}	75,000 soldiers (Karelian Isthmus, initially), 268,000 soldiers (after reinforcements both Karelian Isthmus and Karelian Front)1,930 artillery pieces, 110 tanks/assault guns (30-40 modern, StuG III, T-34, KV-1), 248 aircraft (less than 100 modern, Bf 109, Ju 88)ref name= "Stavka-13" &lt;!-- Better replace with a Finnish source --&gt;	'''Karelian Isthmus:''' 9,300 deceased, 32,400 wounded (Karelian Isthmus June 9 - July 15)3,000 captured (all fronts) '''Karelien Front:'''  3,600 deceased and 12,100 wounded(June 9 - July 15). Based on database of deceased Finnish milatary persons excluding non-battle deaths. '''Total:''' 12,932 soldiers deceased (June 9 - July 15 in all fronts and all military branches) and 2,786 (July 16-August 9.)'''Deceased soldiers in all fronts''' (June 9 - August 9, 1944): 10,008 KIA, 2,870 DIW (died in wounds), 2,802 MIA and confirmed deceased, 39 died in captivity, 726 non-combat deaths.ref name="Arkistolaitos"#Arkistolaitos, Suomen sodissa 1939-45 menehtyneet Arkistolaitos, Suomen sodissa 1939-45 menehtyneiden tietokanta. National Archive Service, military casualties of Finland during war period 1939-45. http://kronos.narc.fi/menehtyneet/&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	451,500 soldiers (+5 new divisions were sent later to Karelian Isthmus)ref name=losses#losses|Krivosheev (1997)&lt;/ref&gt;10,500 artillery pieces, 800 tanks1,600 aircraftref name="Stavka-13" 	{{#tag:ref|Soviet "irrecoverable" losses include killed, dead from wounds, non-combat deaths and missing. "Medical" casualties include wounded and sick.|ref| name=losses|group|=|"Notes"}}	https://en.wikipedia.org/wiki/Vyborg–Petrozavodsk_Offensive
Operation Bagration	Soviet Union (present day Belarus, Baltic states), Ukraine, and eastern Poland	22 June – 19 August 1944	Soviet victory	{{flagcountry|Nazi Germany}}	{{ubl  |Flagicon|Nazi Germany|  |Ernst Busch (military)|Ernst Busch  |Walter Model  |Hans Jordan  |Georg-Hans Reinhardt  |Kurt von Tippelskirch  |Walter Weiss}}	{{sfn|Frieser|2007|p|=|531}}	{{sfn|Glantz|House|1995|p|=|132}}	{{flag|Soviet Union|1923}}	{{ubl  |Flagicon|Soviet Union|1923|  |Georgy Zhukov  |Aleksandr Vasilevsky  |Ivan Bagramyan  |Konstantin Rokossovsky  |Georgiy Zakharov  |Ivan Chernyakhovsky}}	{{sfn|Glantz|House|1995|p|=|132}}	{{sfn|Bergstrom|2008|p|=|82}}	https://en.wikipedia.org/wiki/Operation_Bagration
