CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
40398642,LA LECHONERA CRIOLLA,BRONX,1709,WEBSTER AVENUE,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,
41387108,NEW SHAMA RESTAURANT,BROOKLYN,232,NEPTUNE AVENUE,11235,Pakistani,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,59,
50019199,TOKYO BAY,BROOKLYN,611,86TH ST,11209,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,40,
50060981,BREAD & BUTTER,MANHATTAN,757,3RD AVE,10019,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,65,
50037159,KENNEDY FRIED CHICKEN,BROOKLYN,5424,7TH AVE,11220,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,32,
41338411,CARLOS & GABBY'S,BROOKLYN,1376,CONEY ISLAND AVENUE,11230,Jewish/Kosher,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,46,
50044732,MEI WEI RESTAURANT,BROOKLYN,297,BROADWAY,11211,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,53,
41321758,QUICKLY CAFE,QUEENS,8306,BROADWAY,11373,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,58,
50051927,KENNEDY FRIED CHICKEN,MANHATTAN,2232,3RD AVE,10035,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,
41700508,ORANGE HUT,QUEENS,5317,BROADWAY,11377,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,
50018319,MCDONALD'S,MANHATTAN,541,6TH AVE,10011,Hamburgers,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,
50001118,SHEN ZHOU RESTAURANT,BROOKLYN,159,WILSON AVE,11237,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,
41450589,LA PERLA DEL ULUA RESTAURANT,BROOKLYN,354,MELROSE STREET,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,48,
50046657,CITLALI COFFEE SHOP,BROOKLYN,7816,NEW UTRECHT AVE,11214,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,
41397825,CAFE CON PAN BAKERY II,STATEN ISLAND,137,PORT RICHMOND AVENUE,10302,Bakery,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,
50057064,POCHANA,QUEENS,3316,30TH AVE,11103,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,52,
41231660,LAS MARAVILLAS DE MEXICO RESTAURANT,BRONX,1113,BEDFORD PARK BOULEVARD,10468,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,68,
50051839,E NOODLE,BROOKLYN,8619,5TH AVE,11209,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,55,
40635976,LATIN BAKERY,QUEENS,4141,MAIN STREET,11355,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,14,
41084481,JOE'S GINGER RESTAURANT,MANHATTAN,25,PELL STREET,10013,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43,
50004837,CHUCK E. CHEESE'S,BRONX,700,EXTERIOR ST,10451,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,
41450589,LA PERLA DEL ULUA RESTAURANT,BROOKLYN,354,MELROSE STREET,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,56,
50044840,CHANCE,BROOKLYN,223,SMITH ST,11201,Asian,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,29,
50008635,MANGANARO'S HERO BOY,MANHATTAN,494,9TH AVE,10018,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,64,
41576328,BO BO KITCHEN CHINESE RESTAURANT,BROOKLYN,1601,CORTELYOU ROAD,11226,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,59,
50044351,HAPPY HOT HUNAN RESTAURANT,MANHATTAN,969,AMSTERDAM AVE,10025,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,25,
41100403,SAN MARCO PIZZERIA,BROOKLYN,577,LORIMER STREET,11211,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,45,
41453310,MANNA CATERING,QUEENS,4225,VERNON BOULEVARD,11101,Jewish/Kosher,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,
41632612,NEW TASTE OF CHINA,STATEN ISLAND,90,GUYON AVENUE,10306,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,35,
41278303,A SAN FUZHOU RESTAURANT,MANHATTAN,7,ELDRIDGE STREET,10002,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,45,
40871979,WILBEL PIZZA,BRONX,605,SOUTHERN BOULEVARD,10455,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
41231076,MAMA LETI'S,QUEENS,4007,JUNCTION BOULEVARD,11368,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
41492204,CORCHO WINE ROOM,MANHATTAN,227,DYCKMAN STREET,10034,"Bottled beverages, including water, sodas, juices, etc.",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,33,
50063995,NEW  STAR CHINESE RESTAURANT,BROOKLYN,2212,AVENUE X,11235,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,40,
50001118,SHEN ZHOU RESTAURANT,BROOKLYN,159,WILSON AVE,11237,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,33,
50002403,LA BELLEZZA PIZZERIA,MANHATTAN,315,BROADWAY,10007,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,71,
50018622,NEW STAR SEAFOOD RESTAURANT,BROOKLYN,6022,8TH AVE,11220,Chinese,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
40549885,MONTEZUMA RESTAURANT,BRONX,119,WEST KINGSBRIDGE ROAD,10468,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,22,
50044677,NICOLAS BISTRO,BROOKLYN,2909,FULTON ST,11207,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,64,
50003699,KONDITORI,BROOKLYN,696,WASHINGTON AVE,11238,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,
41298602,LA GUADALUPANA RESTAURANT,MANHATTAN,3825,BROADWAY,10032,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,
41408013,TRINI HOME RESTAURANT,BROOKLYN,1928,FULTON STREET,11233,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,46,
50050248,ORO BAR RESTAURANT,BRONX,950,PROSPECT AVE,10459,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,
41490874,SUBWAY,MANHATTAN,6466,DELANCY STREET,10002,Sandwiches,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,
40547031,ISABELA'S MEXICAN CUISINE,BROOKLYN,4412,4 AVENUE,11220,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,51,
41165717,POLLOS A LA BRASA MARION,QUEENS,6901,ROOSEVELT AVENUE,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,38,
41115762,SPRING GARDENS RESTAURANT,QUEENS,13529,SPRINGFIELD BOULEVARD,11413,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
50005653,NEW TEXAS FRIED CHICKEN & PIZZA,QUEENS,6401,BROADWAY,11377,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,38,
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,
50036001,WILLIAMS CAFE,BRONX,122,WESTCHESTER SQ,10461,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
41462900,ATLANTIC MITOUSHI SUSHI,BROOKLYN,177,ATLANTIC AVENUE,11201,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
50015811,AREPAS GRILL,QUEENS,2119,BROADWAY,11106,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,
40744833,CAFE ORLIN,MANHATTAN,41,ST MARKS PLACE,10003,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,
50047464,MIRCH,QUEENS,17227,HILLSIDE AVE,11432,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,71,
40365075,MCSORLEY'S OLD ALE HOUSE,MANHATTAN,15,EAST    7 STREET,10003,Irish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,
50000345,BROTHERS BAGELS,BROOKLYN,285,COURT STREET,11231,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,
50005516,Scoops Ice cream and Cafe,STATEN ISLAND,949,JEWETT AVE,10314,"Ice Cream, Gelato, Yogurt, Ices",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,
40400811,CAFE VOLNA,BROOKLYN,3145,BRIGHTON    4 STREET,11235,Russian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,
50018278,NUMBER 1 CHINESE RESTAURANT,BROOKLYN,2925,AVENUE J,11210,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,67,
50017257,PICK & PAY GYRO & PIZZA,MANHATTAN,30,LEXINGTON AVE,10010,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
40366586,SHIMONS KOSHER PIZZA,QUEENS,7124,MAIN STREET,11367,Jewish/Kosher,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,
50004682,I LOVE PIZZA,BRONX,3075,3RD AVE,10451,Pizza,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,
41153717,FRESCO PIZZA AND PASTA,BRONX,560,EAST  149 STREET,10455,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,55,
40659758,ROTI BOTI RESTAURANT,QUEENS,2709,21 STREET,11102,Pakistani,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,49,
41269387,DUNKIN' DONUTS,MANHATTAN,265,WEST   37 STREET,10018,Donuts,Establishment re-closed by DOHMH,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,14,
41217194,LIBERTY RESTAURANT,QUEENS,12916,LIBERTY AVENUE,11419,Chinese,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,
40877247,ZORBA'S,QUEENS,2905,23 AVENUE,11105,Greek,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,45,
50060981,BREAD & BUTTER,MANHATTAN,757,3RD AVE,10019,Delicatessen,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,36,
41248845,CAFE CHILI,BROOKLYN,172,COURT STREET,11201,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,70,
50053024,CROWN FRIED CHICKEN,BROOKLYN,842,ROCKAWAY AVE,11212,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,24,
50000891,LA MESITA,BROOKLYN,1513,MYRTLE AVE,11237,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,65,
50053330,KFC AND TACO BELL,BRONX,1731,WEBSTER AVE,10457,Other,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,68,
40653513,IHAWAN,QUEENS,4006,70 STREET,11377,Filipino,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,56,
50014381,CROWN GRILL HALAL CHICKEN,BROOKLYN,357,NOSTRAND AVE,11216,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,
50049329,AAA KENNEDY FRIED CHICKEN,STATEN ISLAND,416,JERSEY ST,10301,Chicken,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,
50015048,VIVIRE,QUEENS,41-21,GREENPOINT AVE,11104,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,58,
50015315,MY PIZZERIA,STATEN ISLAND,755,TARGEE ST,10304,Pizza/Italian,Establishment re-closed by DOHMH,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,44,
41541625,LI'S GOLDEN CITY RESTAURANT,BRONX,2324,ARTHUR AVENUE,10458,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,55,
41297769,BROTHERS FISH MARKET,MANHATTAN,3845,BROADWAY,10032,Seafood,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,41,
41024190,CROCODILE LOUNGE,MANHATTAN,325,EAST   14 STREET,10003,Pizza,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,
41485393,MY CORAL RESTAURANT,BROOKLYN,5401,4 AVENUE,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,
41246054,KENNEDY FRIED CHICKEN,BRONX,220,EAST 170 STREET,10456,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
41651670,CUPIDO'S RESTAURANT,BROOKLYN,609,SUTTER AVENUE,11207,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,57,
50042177,ABDULLAH SWEETS AND RESTAURANT,BROOKLYN,91,CHURCH AVE,11218,Bangladeshi,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,8,
41165717,POLLOS A LA BRASA MARION,QUEENS,6901,ROOSEVELT AVENUE,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,
50007456,PEKING OISHI,BROOKLYN,315,UTICA AVE,11213,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,60,
41553479,XO RESTAURANT,MANHATTAN,148,HESTER STREET,10013,Chinese,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,
50007437,YUM YUM BANGKOK,MANHATTAN,650,9TH AVE,10036,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,
41545589,ADDEO'S RIVERDALE PIZZERIA,BRONX,5654,RIVERDALE AVENUE,10471,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,51,
50033122,PARTY WELL REST & ORIENTAL BAKERY,QUEENS,14932,41ST AVE,11355,Korean,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,
40875888,CAFE ANGELIQUE,MANHATTAN,6870,BLEECKER STREET,10012,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,37,
41530497,SILVER KRUST WEST INDIAN RESTAURANT,QUEENS,22705,MERRICK BOULEVARD,11413,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,
50017257,PICK & PAY GYRO & PIZZA,MANHATTAN,30,LEXINGTON AVE,10010,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,
50000063,COMMA CAFE,QUEENS,16227,DEPOT RD,11358,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,53,
41676147,MEI HAO RESTAURANT,BROOKLYN,4415,8 AVENUE,11220,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,42,
41628459,KFC,QUEENS,15212,ROCKWAY BOULEVARD,11434,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,78,
41519256,BENJYS KOSHER PIZZA & DAIRY RESTAURANT,QUEENS,7272,MAIN STREET,11367,Jewish/Kosher,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,40,
50011519,LA VITA MIA PIZZERIA RESTAURANT,QUEENS,2801,24TH AVE,11102,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,55,
50000066,MIYABI II ASIAN FUSION,STATEN ISLAND,1348,FOREST AVE,10302,Asian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,37,
40980650,ISAAC'S COFFEE SHOP,BROOKLYN,3001,AVENUE K,11210,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,34,
40396267,ARHARN THAI CUISINE,QUEENS,3205,36 AVENUE,11106,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,62,
